,objectid,listed_tax,map_taxon,scientific,vernacular,threatened,migratory,marine,cetacean,presence_r,presence_c,extract_da,taxon_grou,taxon_fami,taxon_orde,taxon_clas,taxon_phyl,taxon_king,other_ids,cell_size,regions,attributio,sprat_prof,shape_leng,shape_area,species
2851,2851,66252,66252,Maroubra perserrata,Sawtooth Pipefish,NA,NA,Listed,NA,1,Species or species habitat may occur,22/01/2024,fishes,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,Animalia,NA,0.01,QLD; NSW; TAS; VIC; WA; SA; CMA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66252,242.0799803,64.53659,Maroubra perserrata
234,234,64585,64585,Marsdenia brevifolia,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,"1,755,791,893",0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64585,51.27999793,1.318199901,Marsdenia brevifolia
235,235,64585,64585,Marsdenia brevifolia,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,"1,755,791,893",0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64585,72.27999702,3.864599696,Marsdenia brevifolia
59,59,2794,2794,Marsdenia longiloba,Clear Milkvine,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,91911,0.01,QLD; NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794,60.3999969,2.249499747,Marsdenia longiloba
179,179,2794,2794,Marsdenia longiloba,Clear Milkvine,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,91911,0.01,QLD; NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794,24.11999878,1.077499881,Marsdenia longiloba
150,150,64529,64529,Marsdenia paludicola,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,"6,571,291,913",0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64529,1.439999972,0.028099999,Marsdenia paludicola
1390,1390,87617,87617,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Muridae,Rodentia,Mammalia,Chordata,Animalia,NA,0.01,ACT; NSW; VIC; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87617,33.31999714,2.26139964,Mastacomys fuscus mordicus
1416,1416,87617,87617,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Muridae,Rodentia,Mammalia,Chordata,Animalia,NA,0.01,ACT; NSW; VIC; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87617,75.07999352,3.220499479,Mastacomys fuscus mordicus
2095,2095,81852,81852,Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,other-animals,Helicarionidae,Pulmonata,Gastropoda,Mollusca,Animalia,93276,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81852,0.219999987,0.0013,Mathewsoconcha grayi ms
2096,2096,81852,81852,Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,other-animals,Helicarionidae,Pulmonata,Gastropoda,Mollusca,Animalia,93276,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81852,0.079999999,0.0002,Mathewsoconcha grayi ms
2232,2232,81252,81252,Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,other-animals,Helicarionidae,Pulmonata,Gastropoda,Mollusca,Animalia,93277,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81252,0.17999999,0.001,Mathewsoconcha phillipii
2291,2291,81252,81252,Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,other-animals,Helicarionidae,Pulmonata,Gastropoda,Mollusca,Animalia,93277,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81252,0.059999999,0.0002,Mathewsoconcha phillipii
2094,2094,81851,81851,Mathewsoconcha suteri,Suter's Striped Glass-snail,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,other-animals,Helicarionidae,Pulmonata,Gastropoda,Mollusca,Animalia,93278,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81851,0.059999996,0.0002,Mathewsoconcha suteri
2097,2097,81851,81851,Mathewsoconcha suteri,Suter's Striped Glass-snail,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,other-animals,Helicarionidae,Pulmonata,Gastropoda,Mollusca,Animalia,93278,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81851,0.199999994,0.0014,Mathewsoconcha suteri
3958,3958,12192,12192,Medicosma elliptica,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12192,0.559999973,0.011599999,Medicosma elliptica
3959,3959,12192,12192,Medicosma elliptica,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12192,1.819999923,0.020299998,Medicosma elliptica
3522,3522,17533,17533,Medicosma obovata,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17533,0.779999977,0.014499999,Medicosma obovata
2496,2496,38,38,Megaptera novaeangliae,Humpback Whale,NA,Migratory,NA,Cetacean,1,Species or species habitat may occur,22/01/2024,mammals,Balaenopteridae,Cetacea,Mammalia,Chordata,Animalia,NA,0.01,NT; CI; QLD; NSW; TAS; VIC; WA; ACI; CSI; SA; CKI; HMI; AAT; JBT; CMA; NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=38,609.0599646,713.9255181,Megaptera novaeangliae
2499,2499,38,38,Megaptera novaeangliae,Humpback Whale,NA,Migratory,NA,Cetacean,2,Species or species habitat likely to occur,22/01/2024,mammals,Balaenopteridae,Cetacea,Mammalia,Chordata,Animalia,NA,0.01,NT; CI; QLD; NSW; TAS; VIC; WA; ACI; CSI; SA; CKI; HMI; AAT; JBT; CMA; NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=38,866.1598572,973.7146046,Megaptera novaeangliae
841,841,64420,64420,Megascolides australis,Giant Gippsland Earthworm,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,other-animals,Megascolecidae,Haplotaxida,Oligochaeta,Annelida,Animalia,NA,0.01,VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64420,4.839999567,0.068999988,Megascolides australis
1742,1742,64420,64420,Megascolides australis,Giant Gippsland Earthworm,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,other-animals,Megascolecidae,Haplotaxida,Oligochaeta,Annelida,Animalia,NA,0.01,VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64420,7.399999325,0.029799995,Megascolides australis
391,391,5583,5583,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW; JBT,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5583,3.939999738,0.111599985,Melaleuca biconvexa
1232,1232,5583,5583,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW; JBT,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5583,26.87999818,0.677899909,Melaleuca biconvexa
1205,1205,5818,5818,Melaleuca deanei,Deane's Melaleuca,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5818,15.03999905,0.617399916,Melaleuca deanei
3720,3720,5818,5818,Melaleuca deanei,Deane's Melaleuca,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5818,4.859999677,0.257499965,Melaleuca deanei
2086,2086,13192,13192,Melaleuca kunzeoides,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13192,0.619999972,0.008499999,Melaleuca kunzeoides
2087,2087,13192,13192,Melaleuca kunzeoides,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13192,1.459999928,0.028099997,Melaleuca kunzeoides
506,506,24324,24324,Melaleuca sciotostyla,Wongan Melaleuca,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24324,31.35999773,0.89219988,Melaleuca sciotostyla
899,899,24324,24324,Melaleuca sciotostyla,Wongan Melaleuca,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24324,2.139999849,0.025499996,Melaleuca sciotostyla
803,803,89456,89456,Melaleuca sp. Wanneroo (G.J. Keighery 16705),NA,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89456,0.19999999,0.001,Melaleuca sp. Wanneroo
804,804,89456,89456,Melaleuca sp. Wanneroo (G.J. Keighery 16705),NA,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89456,0.279999984,0.0015,Melaleuca sp. Wanneroo
1151,1151,67093,67093,Melanodryas cucullata cucullata,"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,birds,Petroicidae,Passeriformes,Aves,Chordata,Animalia,NA,0.01,ACT; QLD; NSW; VIC; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67093,254.6199817,58.65519167,Melanodryas cucullata cucullata
